Date, Tue Jan 07 15:51:49 CET 2020

A1, 0.0
A2, 2.0
B1, 1.0
B2, -45.0
entanglementEfficiency, 0.7
seed, 1234
Trials, 100000

J, N11++ - N12+0 - N210+ - N22++
(J > 0 is QM, J <=0 is classical)
N11 ++, 12275.0
N12 +0, 0.0
N21 0+, 0.0
N22 ++, 5184.0
J,7091.0
J (prob),0.07091
% detected, 84.05%
Total count , 100000
